Date,Time,Air temperature | ('C),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),System power generated | (kW)
19 1 2021,09:00 pm,11.563,4.241,66,0.997921,112.848
19 1 2021,10:00 pm,11.563,4.617,68,0.998315,158.807
19 1 2021,11:00 pm,11.563,4.261,73,1.00009,115.67
20 1 2021,00:00 am,11.663,4.281,76,1.00088,118.116
20 1 2021,01:00 am,11.763,4.142,77,1.00009,101.113
20 1 2021,02:00 am,11.863,4.36,83,0.997426,127.118
20 1 2021,03:00 am,12.063,4.113,92,0.997821,96.9423
20 1 2021,04:00 am,12.163,3.094,99,0.99713,8.2797
20 1 2021,11:00 am,13.263,3.292,51,0.999103,24.341
20 1 2021,00:00 pm,13.163,3.974,72,0.99782,80.1063
20 1 2021,01:00 pm,13.063,5.24,72,0.998808,246.737
20 1 2021,02:00 pm,12.863,5.961,67,0.997722,371.506
20 1 2021,03:00 pm,12.863,6.673,60,0.996043,535.956
20 1 2021,04:00 pm,12.963,7.316,53,0.99476,711.905
20 1 2021,05:00 pm,13.063,7.415,48,0.994366,743.15
20 1 2021,06:00 pm,13.513,6.901,55,0.995253,587.826
20 1 2021,07:00 pm,13.963,6.386,60,0.996141,467.052
20 1 2021,08:00 pm,14.263,6.762,57,0.9993,555.993
20 1 2021,09:00 pm,14.563,6.209,58,0.995845,424.058
20 1 2021,10:00 pm,14.863,6.98,62,0.995548,603.952
20 1 2021,11:00 pm,15.363,6.466,75,0.998114,484.013
21 1 2021,00:00 am,15.863,5.704,89,0.997423,323.379
21 1 2021,01:00 am,16.463,4.666,98,0.995744,161.149
21 1 2021,02:00 am,16.863,4.765,108,0.996534,173.173
21 1 2021,03:00 am,17.163,4.864,104,0.99762,185.196
21 1 2021,04:00 am,17.263,4.212,87,0.99683,105.726
21 1 2021,05:00 am,17.363,4.172,71,0.996435,100.87
21 1 2021,06:00 am,16.713,4.904,49,0.996731,190.08
21 1 2021,07:00 am,16.063,5.635,63,0.997127,311.163
21 1 2021,08:00 am,16.063,7.049,52,1.00265,625.507
21 1 2021,09:00 am,16.063,6.802,44,1.00048,562.688
21 1 2021,10:00 am,15.863,7.355,43,0.997028,718.18
21 1 2021,11:00 am,15.763,7.79,56,1.00029,858.067
21 1 2021,00:00 pm,15.863,8.156,60,1.00088,984.155
21 1 2021,01:00 pm,16.063,6.288,63,1.00029,442.197
21 1 2021,02:00 pm,16.363,6.238,66,0.998805,429.261
21 1 2021,03:00 pm,16.863,7.276,71,0.999298,692.411
21 1 2021,04:00 pm,17.263,6.347,78,0.998014,452.841
21 1 2021,05:00 pm,17.363,6.307,76,0.997027,442.837
21 1 2021,06:00 pm,16.513,6.297,48,0.998509,442.668
21 1 2021,07:00 pm,15.663,6.288,51,1.00009,442.78
21 1 2021,08:00 pm,15.463,5.447,34,1.00196,280.927
21 1 2021,09:00 pm,15.063,5.576,24,1.00147,303.5
21 1 2021,10:00 pm,14.863,6.446,34,1.00068,481.544
21 1 2021,11:00 pm,15.063,6.268,51,1.00236,440.224
22 1 2021,00:00 am,15.163,6.011,46,1.00236,379.92
22 1 2021,01:00 am,15.263,5.605,49,1.00137,308.255
22 1 2021,02:00 am,15.463,6.742,51,0.99999,549.468
22 1 2021,03:00 am,15.463,7.177,56,1.00187,666.839
22 1 2021,04:00 am,15.463,6.139,56,1.00048,408.39
22 1 2021,05:00 am,15.263,6.406,45,0.999793,470.973
22 1 2021,06:00 am,15.313,7.108,40,0.99999,644.042
22 1 2021,07:00 am,15.363,7.81,49,1.00009,865.385
22 1 2021,08:00 am,15.263,8.463,47,1.00443,1109.34
22 1 2021,09:00 am,15.363,8.136,39,1.00246,980.149
22 1 2021,10:00 am,15.463,10.212,47,1.00137,1917.07
22 1 2021,11:00 am,15.263,10.974,52,1.00443,2264.64
22 1 2021,00:00 pm,15.263,10.707,54,1.00285,2142.34
22 1 2021,01:00 pm,15.263,11.25,48,1.00157,2360.48
22 1 2021,02:00 pm,14.963,12.486,49,0.997918,2734.1
22 1 2021,03:00 pm,15.163,13.228,53,0.999003,2878.03
22 1 2021,04:00 pm,15.763,12.822,57,0.998607,2807.48
22 1 2021,05:00 pm,15.963,12.852,60,0.998114,2813.06
22 1 2021,06:00 pm,15.863,12.338,61,0.999002,2699.03
22 1 2021,07:00 pm,15.763,11.834,72,0.999891,2563.82
22 1 2021,08:00 pm,16.363,9.936,66,0.999693,1781.39
22 1 2021,09:00 pm,16.463,8.71,58,1.00019,1195.49
22 1 2021,10:00 pm,16.363,8.947,58,1.00098,1288.58
22 1 2021,11:00 pm,16.463,7.83,65,1.00246,870.467
23 1 2021,00:00 am,16.563,7.276,76,1.00009,693.804
23 1 2021,01:00 am,16.763,8.433,76,1.00265,1090.14
23 1 2021,02:00 am,17.163,8.927,88,1.00117,1277.9
23 1 2021,03:00 am,17.563,8.937,110,1.00127,1280.29
23 1 2021,04:00 am,17.563,10.064,115,0.999495,1837.06
23 1 2021,05:00 am,17.463,10.39,110,0.998113,1981.08
23 1 2021,06:00 am,17.563,11.023,104,0.99831,2263.74
23 1 2021,07:00 am,17.663,11.666,108,0.998409,2493.45
23 1 2021,08:00 am,17.463,11.132,110,1.00107,2307.74
23 1 2021,09:00 am,17.463,9.491,123,1.00107,1551.38
23 1 2021,10:00 am,17.563,8.037,143,1.00226,933.724
23 1 2021,11:00 am,17.963,7.672,150,1.00137,815.64
23 1 2021,00:00 pm,18.363,8.107,135,1.00098,956.563
23 1 2021,01:00 pm,18.263,7.978,123,1.00098,910.397
23 1 2021,02:00 pm,18.163,8.057,109,0.997619,934.505
23 1 2021,03:00 pm,18.263,7.622,103,0.995644,794.517
23 1 2021,04:00 pm,17.963,7.859,105,0.994065,868.883
23 1 2021,05:00 pm,17.763,9.036,119,0.994362,1309.18
23 1 2021,06:00 pm,17.563,9.768,126,0.994855,1681.17
23 1 2021,07:00 pm,17.363,10.499,134,0.995447,2026.11
23 1 2021,08:00 pm,17.763,9.718,140,0.997322,1657.94
23 1 2021,09:00 pm,18.263,8.413,149,0.999692,1073.61
23 1 2021,10:00 pm,18.663,9.471,152,0.998605,1530.68
23 1 2021,11:00 pm,19.063,10.044,159,0.997124,1816.14
24 1 2021,00:00 am,19.463,11.725,159,0.995545,2501.32
24 1 2021,01:00 am,19.663,11.962,159,0.996335,2585.21
24 1 2021,02:00 am,19.863,10.964,167,0.993373,2216.25
24 1 2021,03:00 am,19.963,10.479,172,0.992681,1999
24 1 2021,04:00 am,19.963,10.173,171,0.992385,1862.99
24 1 2021,05:00 am,19.663,10.084,171,0.991892,1823.44
24 1 2021,06:00 am,18.963,10.044,167,0.9913,1806.8
24 1 2021,07:00 am,18.263,10.005,163,0.990708,1790.13
24 1 2021,08:00 am,18.363,10.568,163,0.990215,2043.23
24 1 2021,09:00 am,19.163,10.509,170,0.993472,2016.98
24 1 2021,10:00 am,20.263,9.777,172,0.99347,1668.2
24 1 2021,11:00 am,21.063,8.393,164,0.991496,1046.75
24 1 2021,00:00 pm,21.463,9.431,156,0.988633,1479.32
24 1 2021,01:00 pm,21.563,10.479,150,0.988238,1984.75
24 1 2021,02:00 pm,21.963,10.272,154,0.985473,1885.61
24 1 2021,03:00 pm,22.263,9.787,151,0.984783,1647.66
24 1 2021,04:00 pm,22.063,11.438,143,0.983006,2370.8
24 1 2021,05:00 pm,21.563,12.941,147,0.982809,2799.72
24 1 2021,06:00 pm,20.913,12.981,153,0.983599,2811.47
24 1 2021,07:00 pm,20.263,13.02,168,0.98429,2822.92
24 1 2021,08:00 pm,20.563,10.677,184,0.987153,2074.95
24 1 2021,09:00 pm,20.863,8.838,185,0.988831,1214.33
24 1 2021,10:00 pm,20.863,9.214,177,0.987745,1372.51
24 1 2021,11:00 pm,20.763,9.619,180,0.984389,1570.84
25 1 2021,00:00 am,20.863,9.856,191,0.986264,1692.64
25 1 2021,01:00 am,21.063,10.717,197,0.98656,2089.64
25 1 2021,02:00 am,21.163,9.481,207,0.982217,1495.75
25 1 2021,03:00 am,21.163,9.224,226,0.9835,1368.65
25 1 2021,04:00 am,20.763,8.502,253,0.987153,1084.88
25 1 2021,05:00 am,20.563,9.58,280,0.986956,1555.73
25 1 2021,06:00 am,19.163,9.995,291,0.984982,1770.14
25 1 2021,07:00 am,17.763,10.4,301,0.983009,1960.41
25 1 2021,08:00 am,16.963,11.26,308,0.98607,2335.43
25 1 2021,09:00 am,17.263,10.252,313,0.988538,1905.82
25 1 2021,10:00 am,18.063,9.224,316,0.991104,1397.25
25 1 2021,11:00 am,19.163,9.056,317,0.989029,1305.57
25 1 2021,00:00 pm,20.263,6.218,314,0.98666,412.209
25 1 2021,01:00 pm,20.963,3.875,310,0.986955,68.0231
25 1 2021,02:00 pm,21.663,3.826,296,0.985276,63.6403
25 1 2021,03:00 pm,22.163,3.796,290,0.985671,61.0854
25 1 2021,08:00 pm,20.763,3.668,146,0.988041,51.4602
25 1 2021,09:00 pm,20.263,5.22,181,0.986265,232.089
25 1 2021,10:00 pm,20.163,4.953,193,0.986758,191.51
25 1 2021,11:00 pm,20.063,6.416,181,0.987449,458.886
26 1 2021,00:00 am,18.063,8.028,175,0.986859,915.057
26 1 2021,01:00 am,17.063,6.456,180,0.986267,472.717
26 1 2021,02:00 am,16.763,6.288,220,0.986169,434.056
26 1 2021,03:00 am,16.863,6.159,233,0.987946,404.705
26 1 2021,04:00 am,16.963,6.426,240,0.988143,466.925
26 1 2021,05:00 am,16.663,7.78,252,0.98765,841.698
26 1 2021,06:00 am,16.463,7.227,251,0.98686,668.347
26 1 2021,07:00 am,16.263,6.673,261,0.985972,524.484
26 1 2021,08:00 am,15.663,6.841,295,0.987749,565.732
26 1 2021,09:00 am,15.663,7.761,312,0.991698,842.188
26 1 2021,10:00 am,17.063,10.38,318,0.991697,1968.78
26 1 2021,11:00 am,18.963,11.735,316,0.992287,2502.69
26 1 2021,00:00 pm,19.563,9.619,308,0.99051,1587.47
26 1 2021,01:00 pm,20.163,9.57,304,0.991595,1561.2
26 1 2021,02:00 pm,20.963,9.253,302,0.991002,1396.08
26 1 2021,03:00 pm,21.663,9.056,303,0.990904,1297.9
26 1 2021,04:00 pm,21.863,9.461,312,0.991989,1496.98
26 1 2021,05:00 pm,21.663,8.888,322,0.991693,1233.54
26 1 2021,06:00 pm,21.213,9.59,345,0.992977,1567.78
26 1 2021,07:00 pm,20.763,10.301,352,0.994359,1918.3
26 1 2021,08:00 pm,19.063,13.752,351,0.997321,2933.63
26 1 2021,09:00 pm,16.763,15.64,353,1.00019,3004.01
26 1 2021,10:00 pm,14.763,15.482,1,0.999201,3004.01
26 1 2021,11:00 pm,12.763,15.6,9,1.00098,3004.01
27 1 2021,00:00 am,11.463,14.038,14,1.00118,2976.27
27 1 2021,01:00 am,10.763,13.623,20,1.00375,2937.5
27 1 2021,02:00 am,10.063,13.504,20,1.00315,2923.95
27 1 2021,03:00 am,9.463,13.149,21,1.00266,2881.28
27 1 2021,04:00 am,8.963,11.666,21,1.00404,2542.91
27 1 2021,05:00 am,8.363,10.717,19,1.00473,2188.79
27 1 2021,06:00 am,8.013,8.72,18,1.00582,1239.34
27 1 2021,07:00 am,7.663,6.723,20,1.00681,563.076
27 1 2021,08:00 am,7.563,5.872,17,1.00641,365.3
27 1 2021,09:00 am,7.763,6.05,13,1.00701,403.548
27 1 2021,10:00 am,8.263,6.011,30,1.00325,391.613
27 1 2021,11:00 am,8.963,6.841,42,1.00868,589.556
27 1 2021,00:00 pm,9.463,5.675,50,1.00789,329.147
27 1 2021,01:00 pm,9.763,5.319,58,1.00671,266.402
27 1 2021,02:00 pm,9.863,5.22,65,1.00355,248.1
27 1 2021,03:00 pm,9.863,5.882,64,1.00315,363.271
27 1 2021,04:00 pm,9.663,6.347,55,1.00463,469.313
27 1 2021,05:00 pm,9.563,5.605,61,1.00335,315.361
27 1 2021,06:00 pm,9.513,5.685,57,1.00296,329.283
27 1 2021,07:00 pm,9.463,5.754,72,1.00256,341.291
27 1 2021,08:00 pm,9.963,5.991,71,1.0075,386.03
27 1 2021,09:00 pm,10.263,4.686,79,1.00681,169.813
27 1 2021,10:00 pm,10.763,5.457,85,1.00463,288.669
27 1 2021,11:00 pm,11.163,5.764,88,1.0073,342.457
28 1 2021,00:00 am,11.563,5.694,94,1.00611,329.43
28 1 2021,01:00 am,12.063,4.824,102,1.00779,185.719
28 1 2021,02:00 am,12.663,5.062,110,1.00315,217.611
28 1 2021,03:00 am,13.163,6.317,116,1.00434,456.25
28 1 2021,04:00 am,13.463,6.406,124,1.00364,476.04
28 1 2021,05:00 am,13.563,7.167,122,1.00325,670.271
28 1 2021,06:00 am,12.863,6.149,114,1.00355,416.561
28 1 2021,07:00 am,12.163,5.121,116,1.00384,228.563
28 1 2021,08:00 am,12.663,6.752,99,1.0069,560.612
28 1 2021,09:00 am,13.063,7.988,107,1.00364,932.312
28 1 2021,10:00 am,13.363,8.472,115,1.00266,1118.13
28 1 2021,11:00 am,13.663,8.631,120,1.00631,1182.76
28 1 2021,00:00 pm,13.963,9.738,126,1.00414,1701.87
28 1 2021,01:00 pm,14.363,8.957,128,1.00098,1300.46
28 1 2021,02:00 pm,14.663,8.028,114,0.998905,937.154
28 1 2021,03:00 pm,14.863,8.433,109,1.00068,1095.15
28 1 2021,04:00 pm,15.263,8.136,111,1.00038,978.339
28 1 2021,05:00 pm,15.563,7.484,117,0.998806,761.004
28 1 2021,06:00 pm,15.713,6.772,109,0.999101,555.689
28 1 2021,07:00 pm,15.863,6.06,120,0.999496,388.915
28 1 2021,08:00 pm,16.063,7.108,124,1.00256,644.036
28 1 2021,09:00 pm,16.263,7.632,131,0.999496,806.25
28 1 2021,10:00 pm,16.463,7.326,127,0.995942,706.62
28 1 2021,11:00 pm,16.663,8.621,127,0.999298,1159.5
29 1 2021,00:00 am,16.763,9.194,136,0.999397,1402.11
29 1 2021,01:00 am,16.963,9.224,139,0.996534,1411.41
29 1 2021,02:00 am,17.163,9.441,136,0.99377,1515.95
29 1 2021,03:00 am,17.363,9.53,136,0.994066,1561.05
29 1 2021,04:00 am,17.463,9.125,143,0.99525,1355.84
29 1 2021,05:00 am,17.663,8.166,152,0.99377,974.268
29 1 2021,06:00 am,17.513,7.474,150,0.993473,748.215
29 1 2021,07:00 am,17.363,6.772,165,0.993177,549.197
29 1 2021,08:00 am,17.563,5.902,157,0.997718,355.629
29 1 2021,09:00 am,17.863,7.563,159,0.990314,772.847
29 1 2021,10:00 am,18.363,5.862,160,0.989228,344.955
29 1 2021,11:00 am,18.763,7.158,156,0.995644,647.639
29 1 2021,00:00 pm,18.663,8.472,159,0.993966,1088.62
29 1 2021,01:00 pm,18.663,6.95,173,0.990017,586.826
29 1 2021,02:00 pm,18.963,5.922,167,0.990017,354.816
29 1 2021,03:00 pm,19.763,5.427,167,0.987647,268.397
29 1 2021,04:00 pm,20.463,3.816,158,0.986462,63.3758
29 1 2021,05:00 pm,20.463,3.984,137,0.985672,76.9665
29 1 2021,06:00 pm,19.663,4.963,140,0.986561,193.164
29 1 2021,07:00 pm,18.863,5.942,172,0.987549,357.512
29 1 2021,08:00 pm,19.463,4.676,217,0.991498,159.61
29 1 2021,09:00 pm,19.863,4.31,234,0.988635,114.636
29 1 2021,10:00 pm,19.463,4.528,296,0.991102,141.65
29 1 2021,11:00 pm,19.263,3.529,313,0.991103,40.9305
30 1 2021,00:00 am,18.563,6.327,343,0.991004,442.502
30 1 2021,01:00 am,17.963,6.851,352,0.990709,565.435
30 1 2021,02:00 am,17.263,5.487,3,0.989623,281.975
30 1 2021,03:00 am,16.563,5.22,358,0.990611,237.156
30 1 2021,04:00 am,15.863,7.197,357,0.991599,664.323
30 1 2021,05:00 am,15.563,4.765,346,0.990415,172.768
30 1 2021,01:00 pm,16.063,3.282,29,0.992389,22.0497
30 1 2021,02:00 pm,16.263,4.113,52,0.993178,93.6549
30 1 2021,03:00 pm,16.163,3.935,54,0.991796,75.1473
30 1 2021,04:00 pm,16.363,4.063,63,0.988933,86.843
30 1 2021,05:00 pm,16.363,3.025,66,0.989921,0.82297
30 1 2021,06:00 pm,14.413,3.688,74,0.991107,55.5695
30 1 2021,07:00 pm,12.463,4.35,63,0.992292,124.611
30 1 2021,08:00 pm,12.763,4.805,52,0.991503,179.704
30 1 2021,09:00 pm,13.063,4.083,50,0.992292,91.7649
30 1 2021,10:00 pm,13.163,4.221,47,0.993476,108.573
30 1 2021,11:00 pm,13.163,3.767,41,0.994759,62.8392
31 1 2021,00:00 am,13.163,3.668,360,0.994365,54.7403
31 1 2021,01:00 am,12.963,3.361,353,0.994563,29.6256
31 1 2021,07:00 am,12.963,3.203,61,0.98933,16.3226
31 1 2021,08:00 am,13.063,3.539,59,0.99318,44.0677
31 1 2021,00:00 pm,16.063,3.015,114,0.990907,0.175584
31 1 2021,01:00 pm,15.263,6.92,103,0.990316,586.31
31 1 2021,02:00 pm,14.363,6.871,108,0.989428,576.054
31 1 2021,03:00 pm,14.463,6.07,109,0.988935,388.362
31 1 2021,04:00 pm,14.463,6.772,111,0.987849,551.88
31 1 2021,05:00 pm,15.863,3.322,113,0.996535,25.7473
31 1 2021,10:00 pm,17.963,4.271,81,1.00058,113.138
31 1 2021,11:00 pm,17.863,3.816,108,0.997915,65.486
1 2 2021,00:00 am,17.863,4.053,98,0.996237,85.99
1 2 2021,01:00 am,17.863,4.538,114,0.999297,145.372
1 2 2021,02:00 am,17.863,4.597,144,0.996533,152.019
1 2 2021,03:00 am,17.663,5.467,158,0.996829,280.383
1 2 2021,04:00 am,17.563,4.894,165,0.996632,188.237
1 2 2021,05:00 am,17.463,4.805,166,0.996237,177.438
1 2 2021,06:00 am,16.763,3.391,186,0.995054,30.954
1 2 2021,11:00 am,18.263,3.945,124,0.996336,75.6764
1 2 2021,00:00 pm,18.763,5.17,123,0.993473,227.176
1 2 2021,01:00 pm,18.963,5.774,111,0.993966,330.829
1 2 2021,02:00 pm,18.863,7.227,116,0.994163,667.629
1 2 2021,03:00 pm,19.063,6.802,128,0.993965,554.042
1 2 2021,04:00 pm,19.363,6.624,131,0.991498,510.497
1 2 2021,05:00 pm,19.463,6.288,133,0.990905,431.87
1 2 2021,06:00 pm,19.263,7.029,122,0.992879,605.664
1 2 2021,07:00 pm,19.063,7.761,133,0.994854,835.265
1 2 2021,08:00 pm,19.163,7.326,137,0.994558,698.93
1 2 2021,09:00 pm,19.263,6.12,139,0.995446,395.337
1 2 2021,10:00 pm,19.363,6.624,141,0.994557,512.081
1 2 2021,11:00 pm,19.563,6.169,144,0.99357,405.316
2 2 2021,00:00 am,19.763,6.08,140,0.995051,384.601
2 2 2021,01:00 am,19.963,5.032,145,0.994458,202.991
2 2 2021,02:00 am,20.163,5.516,148,0.995051,285.721
2 2 2021,03:00 am,20.263,6.475,155,0.993668,475.389
2 2 2021,04:00 am,20.263,3.954,158,0.993174,75.3893
2 2 2021,11:00 am,21.063,3.816,343,0.994359,63.9867
2 2 2021,00:00 pm,21.363,3.945,12,0.991397,74.0168
2 2 2021,01:00 pm,21.763,3.826,44,0.993173,64.3839
2 2 2021,02:00 pm,21.063,6.159,73,0.99278,400.169
2 2 2021,03:00 pm,19.763,7.859,78,0.992583,862.142
2 2 2021,04:00 pm,19.263,7.978,66,0.99357,901.629
2 2 2021,05:00 pm,19.163,7.691,62,0.992583,811.739
2 2 2021,06:00 pm,18.063,7.602,75,0.993571,787.131
2 2 2021,07:00 pm,16.963,7.504,66,0.994658,760.224
2 2 2021,08:00 pm,17.463,7.266,55,0.994855,684.298
2 2 2021,09:00 pm,17.363,8.176,40,0.99683,982.434
2 2 2021,10:00 pm,16.963,7.306,37,0.993868,697.415
2 2 2021,11:00 pm,16.563,6.98,37,0.992684,599.081
3 2 2021,00:00 am,16.563,5.665,49,0.99219,314.259
3 2 2021,01:00 am,16.763,6.91,58,0.992092,582.147
3 2 2021,02:00 am,16.963,4.508,42,0.993967,141.319
3 2 2021,03:00 am,16.963,3.895,53,0.992388,71.6609
3 2 2021,04:00 am,17.363,3.895,71,0.99061,71.326
3 2 2021,05:00 am,17.663,3.371,83,0.990117,28.5864
3 2 2021,06:00 am,18.363,3.915,123,0.991499,72.6826
3 2 2021,07:00 am,19.063,4.459,148,0.992978,133.897
3 2 2021,08:00 am,19.763,4.389,187,0.991497,124.742
3 2 2021,09:00 am,20.663,4.953,210,0.988634,191.697
3 2 2021,10:00 am,22.163,5.21,188,0.991396,229.975
3 2 2021,11:00 am,23.663,5.032,179,0.99179,199.814
3 2 2021,00:00 pm,24.163,6.317,144,0.989124,429.956
3 2 2021,01:00 pm,22.763,8.64,122,0.987546,1130.7
3 2 2021,02:00 pm,21.163,10.044,122,0.987843,1788.23
3 2 2021,03:00 pm,20.563,11.853,130,0.989226,2532.5
3 2 2021,04:00 pm,20.563,11.626,136,0.985968,2447.92
3 2 2021,05:00 pm,20.763,9.827,138,0.985672,1677.62
3 2 2021,06:00 pm,21.213,10.38,134,0.988139,1941.42
3 2 2021,07:00 pm,21.663,10.934,149,0.990607,2188.49
3 2 2021,08:00 pm,21.863,8.621,166,0.988633,1127.99
3 2 2021,09:00 pm,22.163,7.662,180,0.991396,793.029
3 2 2021,10:00 pm,22.063,8.739,189,0.992779,1177.06
3 2 2021,11:00 pm,21.863,7.662,193,0.991693,794.41
4 2 2021,00:00 am,21.663,6.05,201,0.992384,374.4
4 2 2021,01:00 am,21.463,4.834,188,0.993964,177.864
4 2 2021,02:00 am,21.363,5.754,193,0.993964,324.533
4 2 2021,03:00 am,21.163,6.515,190,0.993076,482.782
4 2 2021,04:00 am,20.963,5.18,196,0.992187,226.315
4 2 2021,05:00 am,20.863,3.935,181,0.993076,73.5676
4 2 2021,08:00 am,18.263,3.519,356,0.994953,40.8804
4 2 2021,09:00 am,18.263,3.322,8,0.996928,25.0366
4 2 2021,10:00 am,18.663,3.865,51,0.996433,69.0334
4 2 2021,11:00 am,18.963,4.824,64,0.999,179.298
4 2 2021,00:00 pm,19.563,3.984,73,0.99742,78.4866
4 2 2021,01:00 pm,19.863,5.576,76,0.996037,296.473
4 2 2021,02:00 pm,19.863,5.685,77,0.995051,314.849
4 2 2021,03:00 pm,19.763,6.466,68,0.995347,474.677
4 2 2021,04:00 pm,19.663,6.218,77,0.995544,417.514
4 2 2021,05:00 pm,19.563,6.08,79,0.994853,385.376
4 2 2021,06:00 pm,20.163,6.129,90,0.995051,395.74
4 2 2021,07:00 pm,20.763,6.169,91,0.995346,404.213
4 2 2021,08:00 pm,21.163,6.851,98,0.997024,562.829
4 2 2021,09:00 pm,21.263,5.645,93,0.999985,308.048
4 2 2021,10:00 pm,20.963,8.502,96,0.997913,1095.93
4 2 2021,11:00 pm,20.463,8.136,108,0.998209,957.363
5 2 2021,00:00 am,20.163,7.721,117,0.997815,821.589
5 2 2021,01:00 am,20.363,7.474,119,0.999591,745.559
5 2 2021,02:00 am,20.463,6.812,123,0.998406,555.921
5 2 2021,03:00 am,20.563,6.653,130,0.99811,518.891
5 2 2021,04:00 am,20.663,6.584,136,0.99663,501.563
5 2 2021,05:00 am,20.763,6.703,135,0.996926,529.255
5 2 2021,06:00 am,20.363,6.94,150,0.997222,585.275
5 2 2021,07:00 am,19.963,7.167,146,0.99742,648.724
5 2 2021,08:00 am,20.363,6.643,137,0.999789,517.451
5 2 2021,09:00 am,20.863,6.307,140,0.997222,437.063
5 2 2021,10:00 am,21.163,6.209,129,1.00058,415.386
5 2 2021,11:00 am,21.463,5.418,131,0.999196,268.663
5 2 2021,00:00 pm,21.363,7.889,127,0.99811,872.231
5 2 2021,01:00 pm,21.163,9.402,134,0.999393,1483.44
5 2 2021,02:00 pm,21.563,9.718,142,0.995444,1634.43
5 2 2021,03:00 pm,21.963,8.769,141,0.995543,1192.05
5 2 2021,04:00 pm,21.863,8.947,134,0.993963,1258.89
5 2 2021,05:00 pm,21.263,9.797,134,0.994852,1674.98
5 2 2021,06:00 pm,21.163,10.895,140,0.994951,2180.28
5 2 2021,07:00 pm,21.063,11.992,143,0.994951,2586.18
5 2 2021,08:00 pm,21.163,12.051,146,0.995938,2609.05
5 2 2021,09:00 pm,21.263,11.32,145,0.994556,2348.46
5 2 2021,10:00 pm,21.263,10.232,146,0.996333,1888.07
5 2 2021,11:00 pm,21.263,9.599,152,0.994556,1574.6
6 2 2021,00:00 am,21.363,8.66,153,0.995148,1151.78
6 2 2021,01:00 am,21.463,9.253,160,0.996431,1401.94
6 2 2021,02:00 am,21.563,8.987,164,0.995642,1277.34
6 2 2021,03:00 am,21.663,8.186,168,0.994359,968.266
6 2 2021,04:00 am,21.563,7.731,172,0.994655,818.317
6 2 2021,05:00 am,21.463,7.266,176,0.993865,673.034
6 2 2021,06:00 am,21.413,9.085,178,0.993568,1313.05
6 2 2021,07:00 am,21.363,10.904,171,0.993273,2181.29
6 2 2021,08:00 am,21.563,10.914,163,0.994655,2185.72
6 2 2021,09:00 am,22.163,11.211,167,0.992483,2303.2
6 2 2021,10:00 am,22.963,10.212,154,0.993271,1865.84
6 2 2021,11:00 am,22.963,11.705,148,0.995147,2477.31
6 2 2021,00:00 pm,22.963,13.495,145,0.991396,2892.05
6 2 2021,01:00 pm,22.663,14.315,143,0.989916,2977.6
6 2 2021,02:00 pm,22.563,13.267,142,0.990508,2864.61
6 2 2021,03:00 pm,22.163,13.603,139,0.9911,2906.37
6 2 2021,04:00 pm,21.863,13.623,141,0.990903,2908.78
6 2 2021,05:00 pm,21.663,13.307,143,0.990509,2871.29
6 2 2021,06:00 pm,21.863,12.111,146,0.990606,2620.04
6 2 2021,07:00 pm,22.063,10.904,147,0.990705,2173.17
6 2 2021,08:00 pm,22.163,10.45,157,0.993766,1976.23
6 2 2021,09:00 pm,22.163,11.844,158,0.992187,2525.92
6 2 2021,10:00 pm,22.263,10.815,161,0.993963,2137.89
6 2 2021,11:00 pm,22.163,10.42,167,0.992581,1961.09
7 2 2021,00:00 am,22.163,10.321,174,0.9911,1914.92
7 2 2021,01:00 am,22.163,9.866,186,0.990409,1698.47
7 2 2021,02:00 am,22.163,8.749,191,0.991495,1178.63
7 2 2021,03:00 am,21.963,7.306,190,0.993272,683.927
7 2 2021,04:00 am,21.663,6.396,205,0.990509,453.081
7 2 2021,05:00 am,21.263,5.971,214,0.990509,360.71
7 2 2021,06:00 am,20.613,6.021,198,0.992089,370.564
7 2 2021,07:00 am,19.963,6.08,188,0.993768,384.051
7 2 2021,08:00 am,20.263,7.82,191,0.993273,849.113
7 2 2021,09:00 am,20.963,6.367,198,0.993767,449.144
7 2 2021,10:00 am,21.963,5.24,193,0.992976,235.778
7 2 2021,11:00 am,23.063,6.515,174,0.993863,480.001
7 2 2021,00:00 pm,24.363,5.2,178,0.99021,225.718
7 2 2021,01:00 pm,24.563,5.932,136,0.989223,349.845
7 2 2021,02:00 pm,22.763,8.552,127,0.989521,1099.24
7 2 2021,03:00 pm,21.263,11.003,133,0.989719,2219.83
7 2 2021,04:00 pm,21.463,10.015,144,0.989522,1774.78
7 2 2021,05:00 pm,21.763,10.311,145,0.988929,1909.22
7 2 2021,06:00 pm,21.963,9.777,148,0.989916,1652.29
7 2 2021,07:00 pm,22.163,9.234,156,0.991001,1379.05
7 2 2021,08:00 pm,21.963,9.827,155,0.990212,1677.45
7 2 2021,09:00 pm,22.163,8.591,156,0.990705,1117.21
7 2 2021,10:00 pm,22.263,8.64,167,0.99416,1139.92
7 2 2021,11:00 pm,22.363,8.334,180,0.995937,1024.19
8 2 2021,00:00 am,22.363,8.334,176,0.990804,1018.69
8 2 2021,01:00 am,22.063,7.672,171,0.989916,795.132
8 2 2021,02:00 am,21.663,6.663,173,0.990509,515.015
8 2 2021,03:00 am,21.463,6.05,161,0.991496,374.325
